v-sweep,v(Vout),v(V1),v(V2),I(V3)
0.536,0.9,0.536,0.5,2.18878434E-07
0.537,0.9,0.537,0.5,2.24515873E-07
0.538,0.9,0.538,0.5,2.3012025E-07
0.539,0.9,0.539,0.5,2.35690731E-07
0.54,0.9,0.54,0.5,2.41226555E-07
0.541,0.9,0.541,0.5,2.46726728E-07
0.542,0.9,0.542,0.5,2.52190542E-07
0.543,0.9,0.543,0.5,2.57617025E-07
0.544,0.9,0.544,0.5,2.63005418E-07
0.545,0.9,0.545,0.5,2.68354821E-07
0.546,0.9,0.546,0.5,2.73664334E-07
0.547,0.9,0.547,0.5,2.7893309E-07
0.548,0.9,0.548,0.5,2.8416024E-07
0.549,0.9,0.549,0.5,2.89344907E-07
0.55,0.9,0.55,0.5,2.94486092E-07
0.551,0.9,0.551,0.5,2.99582986E-07
0.552,0.9,0.552,0.5,3.04634597E-07
0.553,0.9,0.553,0.5,3.09639979E-07
0.554,0.9,0.554,0.5,3.14598211E-07
0.555,0.9,0.555,0.5,3.19508263E-07
0.556,0.9,0.556,0.5,3.24369168E-07
0.557,0.9,0.557,0.5,3.29179862E-07
0.558,0.9,0.558,0.5,3.33939234E-07
0.559,0.9,0.559,0.5,3.38646231E-07
0.56,0.9,0.56,0.5,3.43299696E-07
0.561,0.9,0.561,0.5,3.47898489E-07
0.562,0.9,0.562,0.5,3.52441351E-07
0.563,0.9,0.563,0.5,3.56926964E-07
0.564,0.9,0.564,0.5,3.61354012E-07
0.565,0.9,0.565,0.5,3.65721075E-07
0.566,0.9,0.566,0.5,3.70026683E-07
0.567,0.9,0.567,0.5,3.74269305E-07
0.568,0.9,0.568,0.5,3.78447233E-07
0.569,0.9,0.569,0.5,3.82558742E-07
0.57,0.9,0.57,0.5,3.86602061E-07
0.571,0.9,0.571,0.5,3.90575138E-07
0.572,0.9,0.572,0.5,3.94475965E-07
0.573,0.9,0.573,0.5,3.98302269E-07
0.574,0.9,0.574,0.5,4.02051803E-07
0.575,0.9,0.575,0.5,4.05722044E-07
0.576,0.9,0.576,0.5,4.09310434E-07
0.577,0.9,0.577,0.5,4.12814213E-07
0.578,0.9,0.578,0.5,4.16230613E-07
0.579,0.9,0.579,0.5,4.19556677E-07
0.58,0.9,0.58,0.5,4.22789448E-07
0.581,0.9,0.581,0.5,4.25925979E-07
0.582,0.9,0.582,0.5,4.28963379E-07
0.583,0.9,0.583,0.5,4.31898968E-07
0.584,0.9,0.584,0.5,4.34730389E-07
0.585,0.9,0.585,0.5,4.37455689E-07
0.586,0.9,0.586,0.5,4.40073535E-07
0.587,0.9,0.587,0.5,4.42583506E-07
0.588,0.9,0.588,0.5,4.44986046E-07
0.589,0.9,0.589,0.5,4.47282815E-07
0.59,0.9,0.59,0.5,4.49476701E-07
0.591,0.9,0.591,0.5,4.51571864E-07
0.592,0.9,0.592,0.5,4.53573566E-07
0.593,0.9,0.593,0.5,4.55488106E-07
0.594,0.9,0.594,0.5,4.57322525E-07
0.595,0.9,0.595,0.5,4.59084202E-07
0.596,0.9,0.596,0.5,4.60780623E-07
0.597,0.9,0.597,0.5,4.62419077E-07
0.598,0.9,0.598,0.5,4.64006291E-07
0.599,0.9,0.599,0.5,4.65548396E-07
0.6,0.9,0.6,0.5,4.67050775E-07
0.601,0.9,0.601,0.5,4.68518003E-07
0.602,0.9,0.602,0.5,4.69953978E-07
0.603,0.9,0.603,0.5,4.71361894E-07
0.604,0.9,0.604,0.5,4.72744404E-07
0.605,0.9,0.605,0.5,4.7410358E-07
0.606,0.9,0.606,0.5,4.75441105E-07
0.607,0.9,0.607,0.5,4.7675838E-07
0.608,0.9,0.608,0.5,4.78056421E-07
0.609,0.9,0.609,0.5,4.79336119E-07
0.61,0.9,0.61,0.5,4.80598125E-07
0.611,0.9,0.611,0.5,4.8184306E-07
0.612,0.9,0.612,0.5,4.8307129E-07
0.613,0.9,0.613,0.5,4.84283248E-07
0.614,0.9,0.614,0.5,4.85479212E-07
0.615,0.9,0.615,0.5,4.86659463E-07
0.616,0.9,0.616,0.5,4.87824252E-07
0.617,0.9,0.617,0.5,4.88973747E-07
0.618,0.9,0.618,0.5,4.90108171E-07
0.619,0.9,0.619,0.5,4.91227699E-07
0.62,0.9,0.62,0.5,4.92332479E-07
0.621,0.9,0.621,0.5,4.93422665E-07
0.622,0.9,0.622,0.5,4.94498423E-07
0.623,0.9,0.623,0.5,4.95559821E-07
0.624,0.9,0.624,0.5,4.96607129E-07
0.625,0.9,0.625,0.5,4.97640375E-07
0.626,0.9,0.626,0.5,4.98659759E-07
0.627,0.9,0.627,0.5,4.9966534E-07
0.628,0.9,0.628,0.5,5.00657329E-07
0.629,0.9,0.629,0.5,5.01635814E-07
0.63,0.9,0.63,0.5,5.02600876E-07
0.631,0.9,0.631,0.5,5.03552716E-07
0.632,0.9,0.632,0.5,5.04491439E-07
0.633,0.9,0.633,0.5,5.0541718E-07
0.634,0.9,0.634,0.5,5.06330007E-07
0.635,0.9,0.635,0.5,5.07230116E-07
0.636,0.9,0.636,0.5,5.08117594E-07
0.637,0.9,0.637,0.5,5.08992564E-07
0.638,0.9,0.638,0.5,5.09855141E-07
0.639,0.9,0.639,0.5,5.1070548E-07
0.64,0.9,0.64,0.5,5.11543647E-07
0.641,0.9,0.641,0.5,5.12369809E-07
0.642,0.9,0.642,0.5,5.13184094E-07
0.643,0.9,0.643,0.5,5.13986585E-07
0.644,0.9,0.644,0.5,5.14777437E-07
0.645,0.9,0.645,0.5,5.15556703E-07
0.646,0.9,0.646,0.5,5.16324576E-07
0.647,0.9,0.647,0.5,5.17081148E-07
0.648,0.9,0.648,0.5,5.17826518E-07
0.649,0.9,0.649,0.5,5.18560807E-07
0.65,0.9,0.65,0.5,5.19284164E-07
0.651,0.9,0.651,0.5,5.19996661E-07
0.652,0.9,0.652,0.5,5.20698439E-07
0.653,0.9,0.653,0.5,5.21389605E-07
0.654,0.9,0.654,0.5,5.22070298E-07
0.655,0.9,0.655,0.5,5.22740589E-07
0.656,0.9,0.656,0.5,5.23400594E-07
0.657,0.9,0.657,0.5,5.24050446E-07
0.658,0.9,0.658,0.5,5.24690247E-07
0.659,0.9,0.659,0.5,5.25320154E-07
0.66,0.9,0.66,0.5,5.25940195E-07
0.661,0.9,0.661,0.5,5.26550551E-07
0.662,0.9,0.662,0.5,5.2715129E-07
0.663,0.9,0.663,0.5,5.27742554E-07
0.664,0.9,0.664,0.5,5.28324396E-07
0.665,0.9,0.665,0.5,5.28897001E-07
0.666,0.9,0.666,0.5,5.29460422E-07
0.667,0.9,0.667,0.5,5.30014766E-07
0.668,0.9,0.668,0.5,5.3056015E-07
0.669,0.9,0.669,0.5,5.31096703E-07
0.67,0.9,0.67,0.5,5.31624526E-07
0.671,0.9,0.671,0.5,5.32143687E-07
0.672,0.9,0.672,0.5,5.32654308E-07
0.673,0.9,0.673,0.5,5.33156495E-07
0.674,0.9,0.674,0.5,5.33650361E-07
0.675,0.9,0.675,0.5,5.34135982E-07
0.676,0.9,0.676,0.5,5.34613484E-07
0.677,0.9,0.677,0.5,5.35082961E-07
0.678,0.9,0.678,0.5,5.35544512E-07
0.679,0.9,0.679,0.5,5.35998215E-07
0.68,0.9,0.68,0.5,5.36444208E-07
0.681,0.9,0.681,0.5,5.36882574E-07
0.682,0.9,0.682,0.5,5.37313387E-07
0.683,0.9,0.683,0.5,5.37736788E-07
0.684,0.9,0.684,0.5,5.38152847E-07
0.685,0.9,0.685,0.5,5.3856164E-07
0.686,0.9,0.686,0.5,5.38963317E-07
0.687,0.9,0.687,0.5,5.39357931E-07
0.688,0.9,0.688,0.5,5.39745582E-07
0.689,0.9,0.689,0.5,5.40126337E-07
0.69,0.9,0.69,0.5,5.40500334E-07
0.691,0.9,0.691,0.5,5.40867653E-07
0.692,0.9,0.692,0.5,5.41228399E-07
0.693,0.9,0.693,0.5,5.41582608E-07
0.694,0.9,0.694,0.5,5.41930405E-07
0.695,0.9,0.695,0.5,5.42271906E-07
0.696,0.9,0.696,0.5,5.42607129E-07
0.697,0.9,0.697,0.5,5.42936235E-07
0.698,0.9,0.698,0.5,5.43259283E-07
0.699,0.9,0.699,0.5,5.43576327E-07
0.7,0.9,0.7,0.5,5.43887499E-07
0.701,0.9,0.701,0.5,5.44192876E-07
0.702,0.9,0.702,0.5,5.44492508E-07
0.703,0.9,0.703,0.5,5.44786491E-07
0.704,0.9,0.704,0.5,5.45074926E-07
0.705,0.9,0.705,0.5,5.45357899E-07
0.706,0.9,0.706,0.5,5.45635494E-07
0.707,0.9,0.707,0.5,5.45907746E-07
0.708,0.9,0.708,0.5,5.46174782E-07
0.709,0.9,0.709,0.5,5.46436656E-07
0.71,0.9,0.71,0.5,5.46693446E-07
0.711,0.9,0.711,0.5,5.46945259E-07
0.712,0.9,0.712,0.5,5.4719214E-07
0.713,0.9,0.713,0.5,5.47434176E-07
0.714,0.9,0.714,0.5,5.47671426E-07
0.715,0.9,0.715,0.5,5.47903998E-07
0.716,0.9,0.716,0.5,5.48131958E-07
0.717,0.9,0.717,0.5,5.48355359E-07
0.718,0.9,0.718,0.5,5.48574278E-07
0.719,0.9,0.719,0.5,5.48788798E-07
0.72,0.9,0.72,0.5,5.48998994E-07
0.721,0.9,0.721,0.5,5.49204909E-07
0.722,0.9,0.722,0.5,5.4940665E-07
0.723,0.9,0.723,0.5,5.49604259E-07
0.724,0.9,0.724,0.5,5.4979779E-07
0.725,0.9,0.725,0.5,5.49987352E-07
0.726,0.9,0.726,0.5,5.50172985E-07
0.727,0.9,0.727,0.5,5.50354773E-07
0.728,0.9,0.728,0.5,5.50532747E-07
0.729,0.9,0.729,0.5,5.50707007E-07
0.73,0.9,0.73,0.5,5.5087763E-07
0.731,0.9,0.731,0.5,5.51044629E-07
0.732,0.9,0.732,0.5,5.51208103E-07
0.733,0.9,0.733,0.5,5.51368082E-07
0.734,0.9,0.734,0.5,5.51524643E-07
0.735,0.9,0.735,0.5,5.51677886E-07
0.736,0.9,0.736,0.5,5.51827803E-07
0.737,0.9,0.737,0.5,5.51974502E-07
0.738,0.9,0.738,0.5,5.52118003E-07
0.739,0.9,0.739,0.5,5.52258378E-07
0.74,0.9,0.74,0.5,5.5239569E-07
0.741,0.9,0.741,0.5,5.52530015E-07
0.742,0.9,0.742,0.5,5.52661373E-07
0.743,0.9,0.743,0.5,5.52789842E-07
0.744,0.9,0.744,0.5,5.52915452E-07
0.745,0.9,0.745,0.5,5.53038284E-07
0.746,0.9,0.746,0.5,5.53158358E-07
0.747,0.9,0.747,0.5,5.53275754E-07
0.748,0.9,0.748,0.5,5.53390493E-07
0.749,0.9,0.749,0.5,5.53502662E-07
0.75,0.9,0.75,0.5,5.53612296E-07
0.751,0.9,0.751,0.5,5.53719431E-07
0.752,0.9,0.752,0.5,5.53824137E-07
0.753,0.9,0.753,0.5,5.5392643E-07
0.754,0.9,0.754,0.5,5.540264E-07
0.755,0.9,0.755,0.5,5.54124039E-07
0.756,0.9,0.756,0.5,5.54219422E-07
0.757,0.9,0.757,0.5,5.54312624E-07
0.758,0.9,0.758,0.5,5.54403645E-07
0.759,0.9,0.759,0.5,5.54492555E-07
0.76,0.9,0.76,0.5,5.54579355E-07
0.761,0.9,0.761,0.5,5.5466414E-07
0.762,0.9,0.762,0.5,5.54746919E-07
0.763,0.9,0.763,0.5,5.54827746E-07
0.764,0.9,0.764,0.5,5.54906677E-07
0.765,0.9,0.765,0.5,5.54983718E-07
0.766,0.9,0.766,0.5,5.55058904E-07
0.767,0.9,0.767,0.5,5.55132299E-07
0.768,0.9,0.768,0.5,5.55203926E-07
0.769,0.9,0.769,0.5,5.55273843E-07
0.77,0.9,0.77,0.5,5.55342073E-07
0.771,0.9,0.771,0.5,5.55408654E-07
0.772,0.9,0.772,0.5,5.55473598E-07
0.773,0.9,0.773,0.5,5.5553696E-07
0.774,0.9,0.774,0.5,5.55598774E-07
0.775,0.9,0.775,0.5,5.55659124E-07
0.776,0.9,0.776,0.5,5.55717921E-07
0.777,0.9,0.777,0.5,5.5577533E-07
0.778,0.9,0.778,0.5,5.55831289E-07
0.779,0.9,0.779,0.5,5.55885862E-07
0.78,0.9,0.78,0.5,5.55939057E-07
0.781,0.9,0.781,0.5,5.55990958E-07
0.782,0.9,0.782,0.5,5.56041542E-07
0.783,0.9,0.783,0.5,5.56090889E-07
0.784,0.9,0.784,0.5,5.56138982E-07
0.785,0.9,0.785,0.5,5.5618586E-07
0.786,0.9,0.786,0.5,5.56231555E-07
0.787,0.9,0.787,0.5,5.56276088E-07
0.788,0.9,0.788,0.5,5.56319492E-07
0.789,0.9,0.789,0.5,5.56361805E-07
0.79,0.9,0.79,0.5,5.56403045E-07
0.791,0.9,0.791,0.5,5.56443212E-07
0.792,0.9,0.792,0.5,5.56482341E-07
0.793,0.9,0.793,0.5,5.56520483E-07
0.794,0.9,0.794,0.5,5.56557634E-07
0.795,0.9,0.795,0.5,5.56593843E-07
0.796,0.9,0.796,0.5,5.56629097E-07
0.797,0.9,0.797,0.5,5.56663451E-07
0.798,0.9,0.798,0.5,5.56696872E-07
0.799,0.9,0.799,0.5,5.56729486E-07
0.8,0.9,0.8,0.5,5.56761197E-07
0.801,0.9,0.801,0.5,5.56792109E-07
0.802,0.9,0.802,0.5,5.56822204E-07
0.803,0.9,0.803,0.5,5.56851489E-07
0.804,0.9,0.804,0.5,5.56880032E-07
0.805,0.9,0.805,0.5,5.56907796E-07
0.806,0.9,0.806,0.5,5.56934822E-07
0.807,0.9,0.807,0.5,5.56961162E-07
0.808,0.9,0.808,0.5,5.56986773E-07
0.809,0.9,0.809,0.5,5.57011724E-07
0.81,0.9,0.81,0.5,5.57035985E-07
0.811,0.9,0.811,0.5,5.57059614E-07
0.812,0.9,0.812,0.5,5.57082625E-07
0.813,0.9,0.813,0.5,5.57105007E-07
0.814,0.9,0.814,0.5,5.57126764E-07
0.815,0.9,0.815,0.5,5.57147946E-07
0.816,0.9,0.816,0.5,5.5716858E-07
0.817,0.9,0.817,0.5,5.57188635E-07
0.818,0.9,0.818,0.5,5.57208153E-07
0.819,0.9,0.819,0.5,5.5722715E-07
0.82,0.9,0.82,0.5,5.57245617E-07
0.821,0.9,0.821,0.5,5.57263579E-07
0.822,0.9,0.822,0.5,5.57281069E-07
0.823,0.9,0.823,0.5,5.57298055E-07
0.824,0.9,0.824,0.5,5.57314596E-07
0.825,0.9,0.825,0.5,5.5733069E-07
0.826,0.9,0.826,0.5,5.57346326E-07
0.827,0.9,0.827,0.5,5.57361549E-07
0.828,0.9,0.828,0.5,5.57376332E-07
0.829,0.9,0.829,0.5,5.57390702E-07
0.83,0.9,0.83,0.5,5.57404697E-07
0.831,0.9,0.831,0.5,5.57418286E-07
0.832,0.9,0.832,0.5,5.57431516E-07
0.833,0.9,0.833,0.5,5.5744438E-07
0.834,0.9,0.834,0.5,5.57456879E-07
0.835,0.9,0.835,0.5,5.57469033E-07
0.836,0.9,0.836,0.5,5.57480838E-07
0.837,0.9,0.837,0.5,5.5749231E-07
0.838,0.9,0.838,0.5,5.57503473E-07
0.839,0.9,0.839,0.5,5.57514326E-07
0.84,0.9,0.84,0.5,5.57524874E-07
0.841,0.9,0.841,0.5,5.57535113E-07
0.842,0.9,0.842,0.5,5.57545075E-07
0.843,0.9,0.843,0.5,5.57554749E-07
0.844,0.9,0.844,0.5,5.57564142E-07
0.845,0.9,0.845,0.5,5.57573301E-07
0.846,0.9,0.846,0.5,5.57582158E-07
0.847,0.9,0.847,0.5,5.57590806E-07
0.848,0.9,0.848,0.5,5.57599183E-07
0.849,0.9,0.849,0.5,5.57607319E-07
0.85,0.9,0.85,0.5,5.5761527E-07
0.851,0.9,0.851,0.5,5.57622926E-07
0.852,0.9,0.852,0.5,5.5763039E-07
0.853,0.9,0.853,0.5,5.57637684E-07
0.854,0.9,0.854,0.5,5.57644722E-07
0.855,0.9,0.855,0.5,5.57651575E-07
0.856,0.9,0.856,0.5,5.57658236E-07
0.857,0.9,0.857,0.5,5.57664698E-07
0.858,0.9,0.858,0.5,5.57670951E-07
0.859,0.9,0.859,0.5,5.57677069E-07
0.86,0.9,0.86,0.5,5.57682988E-07
0.861,0.9,0.861,0.5,5.5768874E-07
0.862,0.9,0.862,0.5,5.57694314E-07
0.863,0.9,0.863,0.5,5.57699749E-07
0.864,0.9,0.864,0.5,5.57705025E-07
0.865,0.9,0.865,0.5,5.57710113E-07
0.866,0.9,0.866,0.5,5.57715108E-07
0.867,0.9,0.867,0.5,5.5771994E-07
0.868,0.9,0.868,0.5,5.57724604E-07
0.869,0.9,0.869,0.5,5.57729159E-07
0.87,0.9,0.87,0.5,5.57733575E-07
0.871,0.9,0.871,0.5,5.57737877E-07
0.872,0.9,0.872,0.5,5.5774203E-07
0.873,0.9,0.873,0.5,5.57746077E-07
0.874,0.9,0.874,0.5,5.57749974E-07
0.875,0.9,0.875,0.5,5.57753793E-07
0.876,0.9,0.876,0.5,5.57757506E-07
0.877,0.9,0.877,0.5,5.57761084E-07
0.878,0.9,0.878,0.5,5.57764583E-07
0.879,0.9,0.879,0.5,5.57767962E-07
0.88,0.9,0.88,0.5,5.57771248E-07
0.881,0.9,0.881,0.5,5.57774445E-07
0.882,0.9,0.882,0.5,5.57777526E-07
0.883,0.9,0.883,0.5,5.57780535E-07
0.884,0.9,0.884,0.5,5.57783455E-07
0.885,0.9,0.885,0.5,5.57786297E-07
0.886,0.9,0.886,0.5,5.57789029E-07
0.887,0.9,0.887,0.5,5.5779169E-07
0.888,0.9,0.888,0.5,5.57794273E-07
0.889,0.9,0.889,0.5,5.57796792E-07
0.89,0.9,0.89,0.5,5.57799233E-07
0.891,0.9,0.891,0.5,5.57801592E-07
0.892,0.9,0.892,0.5,5.5780389E-07
0.893,0.9,0.893,0.5,5.57806118E-07
0.894,0.9,0.894,0.5,5.57808281E-07
0.895,0.9,0.895,0.5,5.57810399E-07
0.896,0.9,0.896,0.5,5.57812417E-07
0.897,0.9,0.897,0.5,5.57814381E-07
0.898,0.9,0.898,0.5,5.5781631E-07
0.899,0.9,0.899,0.5,5.57818169E-07
0.9,0.9,0.9,0.5,5.57819991E-07
0.901,0.9,0.901,0.5,5.57821735E-07
0.902,0.9,0.902,0.5,5.57823412E-07
0.903,0.9,0.903,0.5,5.57825064E-07
0.904,0.9,0.904,0.5,5.5782667E-07
0.905,0.9,0.905,0.5,5.57828226E-07
0.906,0.9,0.906,0.5,5.5782974E-07
0.907,0.9,0.907,0.5,5.57831211E-07
0.908,0.9,0.908,0.5,5.5783261E-07
0.909,0.9,0.909,0.5,5.57833975E-07
0.91,0.9,0.91,0.5,5.57835332E-07
0.911,0.9,0.911,0.5,5.57836611E-07
0.912,0.9,0.912,0.5,5.57837868E-07
0.913,0.9,0.913,0.5,5.5783908E-07
0.914,0.9,0.914,0.5,5.57840266E-07
0.915,0.9,0.915,0.5,5.57841418E-07
0.916,0.9,0.916,0.5,5.57842526E-07
0.917,0.9,0.917,0.5,5.57843599E-07
0.918,0.9,0.918,0.5,5.5784464E-07
0.919,0.9,0.919,0.5,5.57845659E-07
0.92,0.9,0.92,0.5,5.57846647E-07
0.921,0.9,0.921,0.5,5.57847585E-07
0.922,0.9,0.922,0.5,5.57848519E-07
0.923,0.9,0.923,0.5,5.57849411E-07
0.924,0.9,0.924,0.5,5.57850289E-07
0.925,0.9,0.925,0.5,5.57851138E-07
0.926,0.9,0.926,0.5,5.57851958E-07
0.927,0.9,0.927,0.5,5.57852736E-07
0.928,0.9,0.928,0.5,5.57853511E-07
0.929,0.9,0.929,0.5,5.57854275E-07
0.93,0.9,0.93,0.5,5.57855007E-07
0.931,0.9,0.931,0.5,5.57855689E-07
0.932,0.9,0.932,0.5,5.57856374E-07
0.933,0.9,0.933,0.5,5.57857021E-07
0.934,0.9,0.934,0.5,5.57857675E-07
0.935,0.9,0.935,0.5,5.57858304E-07
0.936,0.9,0.936,0.5,5.57858915E-07
0.937,0.9,0.937,0.5,5.57859494E-07
0.938,0.9,0.938,0.5,5.57860059E-07
0.939,0.9,0.939,0.5,5.57860606E-07
0.94,0.9,0.94,0.5,5.57861135E-07
0.941,0.9,0.941,0.5,5.57861672E-07
0.942,0.9,0.942,0.5,5.57862169E-07
0.943,0.9,0.943,0.5,5.57862649E-07
0.944,0.9,0.944,0.5,5.57863132E-07
0.945,0.9,0.945,0.5,5.57863572E-07
0.946,0.9,0.946,0.5,5.57864027E-07
0.947,0.9,0.947,0.5,5.57864464E-07
0.948,0.9,0.948,0.5,5.57864862E-07
0.949,0.9,0.949,0.5,5.57865288E-07
0.95,0.9,0.95,0.5,5.57865686E-07
0.951,0.9,0.951,0.5,5.57866052E-07
0.952,0.9,0.952,0.5,5.57866422E-07
0.953,0.9,0.953,0.5,5.57866763E-07
0.954,0.9,0.954,0.5,5.57867128E-07
0.955,0.9,0.955,0.5,5.57867466E-07
0.956,0.9,0.956,0.5,5.57867786E-07
0.957,0.9,0.957,0.5,5.57868102E-07
0.958,0.9,0.958,0.5,5.57868407E-07
0.959,0.9,0.959,0.5,5.57868706E-07
0.96,0.9,0.96,0.5,5.57869001E-07
0.961,0.9,0.961,0.5,5.57869257E-07
0.962,0.9,0.962,0.5,5.5786953E-07
0.963,0.9,0.963,0.5,5.57869807E-07
0.964,0.9,0.964,0.5,5.57870063E-07
0.965,0.9,0.965,0.5,5.57870294E-07
0.966,0.9,0.966,0.5,5.5787055E-07
0.967,0.9,0.967,0.5,5.57870774E-07
0.968,0.9,0.968,0.5,5.57871026E-07
0.969,0.9,0.969,0.5,5.57871232E-07
0.97,0.9,0.97,0.5,5.57871441E-07
0.971,0.9,0.971,0.5,5.5787163E-07
0.972,0.9,0.972,0.5,5.57871846E-07
0.973,0.9,0.973,0.5,5.57872053E-07
0.974,0.9,0.974,0.5,5.57872223E-07
0.975,0.9,0.975,0.5,5.57872394E-07
0.976,0.9,0.976,0.5,5.57872571E-07
0.977,0.9,0.977,0.5,5.57872738E-07
0.978,0.9,0.978,0.5,5.57872927E-07
0.979,0.9,0.979,0.5,5.57873093E-07
0.98,0.9,0.98,0.5,5.57873221E-07
0.981,0.9,0.981,0.5,5.57873371E-07
0.982,0.9,0.982,0.5,5.57873527E-07
0.983,0.9,0.983,0.5,5.57873655E-07
0.984,0.9,0.984,0.5,5.57873808E-07
0.985,0.9,0.985,0.5,5.57873943E-07
0.986,0.9,0.986,0.5,5.57874078E-07
0.987,0.9,0.987,0.5,5.57874191E-07
0.988,0.9,0.988,0.5,5.57874301E-07
0.989,0.9,0.989,0.5,5.57874429E-07
0.99,0.9,0.99,0.5,5.57874543E-07
0.991,0.9,0.991,0.5,5.57874639E-07
0.992,0.9,0.992,0.5,5.5787476E-07
0.993,0.9,0.993,0.5,5.57874856E-07
0.994,0.9,0.994,0.5,5.57874955E-07
0.995,0.9,0.995,0.5,5.57875065E-07
0.996,0.9,0.996,0.5,5.57875168E-07
0.997,0.9,0.997,0.5,5.57875239E-07
0.998,0.9,0.998,0.5,5.57875346E-07
0.999,0.9,0.999,0.5,5.57875428E-07
1,0.9,1,0.5,5.57875502E-07
