time,v(Vout),v(V1)
1.49105E-06,0.511327529,0.51
1.49115E-06,0.511327561,0.51
1.49125E-06,0.511327593,0.51
1.49135E-06,0.511327624,0.51
1.49145E-06,0.511327656,0.51
1.49155E-06,0.511327688,0.51
1.49165E-06,0.511327719,0.51
1.49175E-06,0.511327751,0.51
1.49185E-06,0.511327783,0.51
1.49195E-06,0.511327814,0.51
1.49205E-06,0.511327846,0.51
1.49215E-06,0.511327877,0.51
1.49225E-06,0.511327909,0.51
1.49235E-06,0.51132794,0.51
1.49245E-06,0.511327972,0.51
1.49255E-06,0.511328004,0.51
1.49265E-06,0.511328035,0.51
1.49275E-06,0.511328067,0.51
1.49285E-06,0.511328098,0.51
1.49295E-06,0.51132813,0.51
1.49305E-06,0.511328161,0.51
1.49315E-06,0.511328193,0.51
1.49325E-06,0.511328224,0.51
1.49335E-06,0.511328256,0.51
1.49345E-06,0.511328287,0.51
1.49355E-06,0.511328319,0.51
1.49365E-06,0.51132835,0.51
1.49375E-06,0.511328381,0.51
1.49385E-06,0.511328413,0.51
1.49395E-06,0.511328444,0.51
1.49405E-06,0.511328476,0.51
1.49415E-06,0.511328507,0.51
1.49425E-06,0.511328538,0.51
1.49435E-06,0.51132857,0.51
1.49445E-06,0.511328601,0.51
1.49455E-06,0.511328633,0.51
1.49465E-06,0.511328664,0.51
1.49475E-06,0.511328695,0.51
1.49485E-06,0.511328727,0.51
1.49495E-06,0.511328758,0.51
1.49505E-06,0.511328789,0.51
1.49515E-06,0.51132882,0.51
1.49525E-06,0.511328852,0.51
1.49535E-06,0.511328883,0.51
1.49545E-06,0.511328914,0.51
1.49555E-06,0.511328946,0.51
1.49565E-06,0.511328977,0.51
1.49575E-06,0.511329008,0.51
1.49585E-06,0.511329039,0.51
1.49595E-06,0.511329071,0.51
1.49605E-06,0.511329102,0.51
1.49615E-06,0.511329133,0.51
1.49625E-06,0.511329164,0.51
1.49635E-06,0.511329195,0.51
1.49645E-06,0.511329226,0.51
1.49655E-06,0.511329258,0.51
1.49665E-06,0.511329289,0.51
1.49675E-06,0.51132932,0.51
1.49685E-06,0.511329351,0.51
1.49695E-06,0.511329382,0.51
1.49705E-06,0.511329413,0.51
1.49715E-06,0.511329444,0.51
1.49725E-06,0.511329475,0.51
1.49735E-06,0.511329507,0.51
1.49745E-06,0.511329538,0.51
1.49755E-06,0.511329569,0.51
1.49765E-06,0.5113296,0.51
1.49775E-06,0.511329631,0.51
1.49785E-06,0.511329662,0.51
1.49795E-06,0.511329693,0.51
1.49805E-06,0.511329724,0.51
1.49815E-06,0.511329755,0.51
1.49825E-06,0.511329786,0.51
1.49835E-06,0.511329817,0.51
1.49845E-06,0.511329848,0.51
1.49855E-06,0.511329879,0.51
1.49865E-06,0.51132991,0.51
1.49875E-06,0.511329941,0.51
1.49885E-06,0.511329972,0.51
1.49895E-06,0.511330003,0.51
1.49905E-06,0.511330033,0.51
1.49915E-06,0.511330064,0.51
1.49925E-06,0.511330095,0.51
1.49935E-06,0.511330126,0.51
1.49945E-06,0.511330157,0.51
1.49955E-06,0.511330188,0.51
1.49965E-06,0.511330219,0.51
1.49975E-06,0.51133025,0.51
1.49985E-06,0.51133028,0.51
1.49995E-06,0.511330311,0.51
1.50005E-06,0.511330342,0.51
1.50015E-06,0.511330373,0.51
1.50025E-06,0.511330404,0.51
1.50035E-06,0.511330434,0.51
1.50045E-06,0.511330465,0.51
1.50055E-06,0.511330496,0.51
1.50065E-06,0.511330527,0.51
1.50075E-06,0.511330558,0.51
1.50085E-06,0.511330588,0.51
1.50095E-06,0.511330619,0.51
1.50105E-06,0.51133065,0.51
1.50115E-06,0.51133068,0.51
1.50125E-06,0.511330711,0.51
1.50135E-06,0.511330742,0.51
1.50145E-06,0.511330773,0.51
1.50155E-06,0.511330803,0.51
1.50165E-06,0.511330834,0.51
1.50175E-06,0.511330865,0.51
1.50185E-06,0.511330895,0.51
1.50195E-06,0.511330926,0.51
1.50205E-06,0.511330956,0.51
1.50215E-06,0.511330987,0.51
1.50225E-06,0.511331018,0.51
1.50235E-06,0.511331048,0.51
1.50245E-06,0.511331079,0.51
1.50255E-06,0.511331109,0.51
1.50265E-06,0.51133114,0.51
1.50275E-06,0.511331171,0.51
1.50285E-06,0.511331201,0.51
1.50295E-06,0.511331232,0.51
1.50305E-06,0.511331262,0.51
1.50315E-06,0.511331293,0.51
1.50325E-06,0.511331323,0.51
1.50335E-06,0.511331354,0.51
1.50345E-06,0.511331384,0.51
1.50355E-06,0.511331415,0.51
1.50365E-06,0.511331445,0.51
1.50375E-06,0.511331476,0.51
1.50385E-06,0.511331506,0.51
1.50395E-06,0.511331537,0.51
1.50405E-06,0.511331567,0.51
1.50415E-06,0.511331597,0.51
1.50425E-06,0.511331628,0.51
1.50435E-06,0.511331658,0.51
1.50445E-06,0.511331689,0.51
1.50455E-06,0.511331719,0.51
1.50465E-06,0.511331749,0.51
1.50475E-06,0.51133178,0.51
1.50485E-06,0.51133181,0.51
1.50495E-06,0.51133184,0.51
1.50505E-06,0.511331871,0.51
1.50515E-06,0.511331901,0.51
1.50525E-06,0.511331931,0.51
1.50535E-06,0.511331962,0.51
1.50545E-06,0.511331992,0.51
1.50555E-06,0.511332022,0.51
1.50565E-06,0.511332053,0.51
1.50575E-06,0.511332083,0.51
1.50585E-06,0.511332113,0.51
1.50595E-06,0.511332143,0.51
1.50605E-06,0.511332174,0.51
1.50615E-06,0.511332204,0.51
1.50625E-06,0.511332234,0.51
1.50635E-06,0.511332264,0.51
1.50645E-06,0.511332295,0.51
1.50655E-06,0.511332325,0.51
1.50665E-06,0.511332355,0.51
1.50675E-06,0.511332385,0.51
1.50685E-06,0.511332415,0.51
1.50695E-06,0.511332445,0.51
1.50705E-06,0.511332476,0.51
1.50715E-06,0.511332506,0.51
1.50725E-06,0.511332536,0.51
1.50735E-06,0.511332566,0.51
1.50745E-06,0.511332596,0.51
1.50755E-06,0.511332626,0.51
1.50765E-06,0.511332656,0.51
1.50775E-06,0.511332686,0.51
1.50785E-06,0.511332717,0.51
1.50795E-06,0.511332747,0.51
1.50805E-06,0.511332777,0.51
1.50815E-06,0.511332807,0.51
1.50825E-06,0.511332837,0.51
1.50835E-06,0.511332867,0.51
1.50845E-06,0.511332897,0.51
1.50855E-06,0.511332927,0.51
1.50865E-06,0.511332957,0.51
1.50875E-06,0.511332987,0.51
1.50885E-06,0.511333017,0.51
1.50895E-06,0.511333047,0.51
1.50905E-06,0.511333077,0.51
1.50915E-06,0.511333107,0.51
1.50925E-06,0.511333137,0.51
1.50935E-06,0.511333167,0.51
1.50945E-06,0.511333196,0.51
1.50955E-06,0.511333226,0.51
1.50965E-06,0.511333256,0.51
1.50975E-06,0.511333286,0.51
1.50985E-06,0.511333316,0.51
1.50995E-06,0.511333346,0.51
1.51005E-06,0.511333376,0.51
1.51015E-06,0.511333406,0.51
1.51025E-06,0.511333436,0.51
1.51035E-06,0.511333465,0.51
1.51045E-06,0.511333495,0.51
1.51055E-06,0.511333525,0.51
1.51065E-06,0.511333555,0.51
1.51075E-06,0.511333585,0.51
1.51085E-06,0.511333614,0.51
1.51095E-06,0.511333644,0.51
1.51105E-06,0.511333674,0.51
1.51115E-06,0.511333704,0.51
1.51125E-06,0.511333734,0.51
1.51135E-06,0.511333763,0.51
1.51145E-06,0.511333793,0.51
1.51155E-06,0.511333823,0.51
1.51165E-06,0.511333852,0.51
1.51175E-06,0.511333882,0.51
1.51185E-06,0.511333912,0.51
1.51195E-06,0.511333942,0.51
1.51205E-06,0.511333971,0.51
1.51215E-06,0.511334001,0.51
1.51225E-06,0.511334031,0.51
1.51235E-06,0.51133406,0.51
1.51245E-06,0.51133409,0.51
1.51255E-06,0.51133412,0.51
1.51265E-06,0.511334149,0.51
1.51275E-06,0.511334179,0.51
1.51285E-06,0.511334208,0.51
1.51295E-06,0.511334238,0.51
1.51305E-06,0.511334268,0.51
1.51315E-06,0.511334297,0.51
1.51325E-06,0.511334327,0.51
1.51335E-06,0.511334356,0.51
1.51345E-06,0.511334386,0.51
1.51355E-06,0.511334415,0.51
1.51365E-06,0.511334445,0.51
1.51375E-06,0.511334474,0.51
1.51385E-06,0.511334504,0.51
1.51395E-06,0.511334534,0.51
1.51405E-06,0.511334563,0.51
1.51415E-06,0.511334593,0.51
1.51425E-06,0.511334622,0.51
1.51435E-06,0.511334651,0.51
1.51445E-06,0.511334681,0.51
1.51455E-06,0.51133471,0.51
1.51465E-06,0.51133474,0.51
1.51475E-06,0.511334769,0.51
1.51485E-06,0.511334799,0.51
1.51495E-06,0.511334828,0.51
1.51505E-06,0.511334858,0.51
1.51515E-06,0.511334887,0.51
1.51525E-06,0.511334916,0.51
1.51535E-06,0.511334946,0.51
1.51545E-06,0.511334975,0.51
1.51555E-06,0.511335004,0.51
1.51565E-06,0.511335034,0.51
1.51575E-06,0.511335063,0.51
1.51585E-06,0.511335092,0.51
1.51595E-06,0.511335122,0.51
1.51605E-06,0.511335151,0.51
1.51615E-06,0.51133518,0.51
1.51625E-06,0.51133521,0.51
1.51635E-06,0.511335239,0.51
1.51645E-06,0.511335268,0.51
1.51655E-06,0.511335298,0.51
1.51665E-06,0.511335327,0.51
1.51675E-06,0.511335356,0.51
1.51685E-06,0.511335385,0.51
1.51695E-06,0.511335414,0.51
1.51705E-06,0.511335444,0.51
1.51715E-06,0.511335473,0.51
1.51725E-06,0.511335502,0.51
1.51735E-06,0.511335531,0.51
1.51745E-06,0.511335561,0.51
1.51755E-06,0.51133559,0.51
1.51765E-06,0.511335619,0.51
1.51775E-06,0.511335648,0.51
1.51785E-06,0.511335677,0.51
1.51795E-06,0.511335706,0.51
1.51805E-06,0.511335735,0.51
1.51815E-06,0.511335765,0.51
1.51825E-06,0.511335794,0.51
1.51835E-06,0.511335823,0.51
1.51845E-06,0.511335852,0.51
1.51855E-06,0.511335881,0.51
1.51865E-06,0.51133591,0.51
1.51875E-06,0.511335939,0.51
1.51885E-06,0.511335968,0.51
1.51895E-06,0.511335997,0.51
1.51905E-06,0.511336026,0.51
1.51915E-06,0.511336055,0.51
1.51925E-06,0.511336084,0.51
1.51935E-06,0.511336113,0.51
1.51945E-06,0.511336142,0.51
1.51955E-06,0.511336171,0.51
1.51965E-06,0.5113362,0.51
1.51975E-06,0.511336229,0.51
1.51985E-06,0.511336258,0.51
1.51995E-06,0.511336287,0.51
1.52005E-06,0.511336316,0.51
1.52015E-06,0.511336345,0.51
1.52025E-06,0.511336374,0.51
1.52035E-06,0.511336403,0.51
1.52045E-06,0.511336432,0.51
1.52055E-06,0.511336461,0.51
1.52065E-06,0.51133649,0.51
1.52075E-06,0.511336519,0.51
1.52085E-06,0.511336547,0.51
1.52095E-06,0.511336576,0.51
1.52105E-06,0.511336605,0.51
1.52115E-06,0.511336634,0.51
1.52125E-06,0.511336663,0.51
1.52135E-06,0.511336692,0.51
1.52145E-06,0.511336721,0.51
1.52155E-06,0.511336749,0.51
1.52165E-06,0.511336778,0.51
1.52175E-06,0.511336807,0.51
1.52185E-06,0.511336836,0.51
1.52195E-06,0.511336864,0.51
1.52205E-06,0.511336893,0.51
1.52215E-06,0.511336922,0.51
1.52225E-06,0.511336951,0.51
1.52235E-06,0.51133698,0.51
1.52245E-06,0.511337008,0.51
1.52255E-06,0.511337037,0.51
1.52265E-06,0.511337066,0.51
1.52275E-06,0.511337094,0.51
1.52285E-06,0.511337123,0.51
1.52295E-06,0.511337152,0.51
1.52305E-06,0.51133718,0.51
1.52315E-06,0.511337209,0.51
1.52325E-06,0.511337238,0.51
1.52335E-06,0.511337266,0.51
1.52345E-06,0.511337295,0.51
1.52355E-06,0.511337324,0.51
1.52365E-06,0.511337352,0.51
1.52375E-06,0.511337381,0.51
1.52385E-06,0.51133741,0.51
1.52395E-06,0.511337438,0.51
1.52405E-06,0.511337467,0.51
1.52415E-06,0.511337495,0.51
1.52425E-06,0.511337524,0.51
1.52435E-06,0.511337552,0.51
1.52445E-06,0.511337581,0.51
1.52455E-06,0.51133761,0.51
1.52465E-06,0.511337638,0.51
1.52475E-06,0.511337667,0.51
1.52485E-06,0.511337695,0.51
1.52495E-06,0.511337724,0.51
1.52505E-06,0.511337752,0.51
1.52515E-06,0.511337781,0.51
1.52525E-06,0.511337809,0.51
1.52535E-06,0.511337838,0.51
1.52545E-06,0.511337866,0.51
1.52555E-06,0.511337895,0.51
1.52565E-06,0.511337923,0.51
1.52575E-06,0.511337951,0.51
1.52585E-06,0.51133798,0.51
1.52595E-06,0.511338008,0.51
1.52605E-06,0.511338037,0.51
1.52615E-06,0.511338065,0.51
1.52625E-06,0.511338093,0.51
1.52635E-06,0.511338122,0.51
1.52645E-06,0.51133815,0.51
1.52655E-06,0.511338179,0.51
1.52665E-06,0.511338207,0.51
1.52675E-06,0.511338235,0.51
1.52685E-06,0.511338264,0.51
1.52695E-06,0.511338292,0.51
1.52705E-06,0.51133832,0.51
1.52715E-06,0.511338349,0.51
1.52725E-06,0.511338377,0.51
1.52735E-06,0.511338405,0.51
1.52745E-06,0.511338434,0.51
1.52755E-06,0.511338462,0.51
1.52765E-06,0.51133849,0.51
1.52775E-06,0.511338518,0.51
1.52785E-06,0.511338547,0.51
1.52795E-06,0.511338575,0.51
1.52805E-06,0.511338603,0.51
1.52815E-06,0.511338631,0.51
1.52825E-06,0.511338659,0.51
1.52835E-06,0.511338688,0.51
1.52845E-06,0.511338716,0.51
1.52855E-06,0.511338744,0.51
1.52865E-06,0.511338772,0.51
1.52875E-06,0.5113388,0.51
1.52885E-06,0.511338829,0.51
1.52895E-06,0.511338857,0.51
1.52905E-06,0.511338885,0.51
1.52915E-06,0.511338913,0.51
1.52925E-06,0.511338941,0.51
1.52935E-06,0.511338969,0.51
1.52945E-06,0.511338997,0.51
1.52955E-06,0.511339026,0.51
1.52965E-06,0.511339054,0.51
1.52975E-06,0.511339082,0.51
1.52985E-06,0.51133911,0.51
1.52995E-06,0.511339138,0.51
1.53005E-06,0.511339166,0.51
1.53015E-06,0.511339194,0.51
1.53025E-06,0.511339222,0.51
1.53035E-06,0.51133925,0.51
1.53045E-06,0.511339278,0.51
1.53055E-06,0.511339306,0.51
1.53065E-06,0.511339334,0.51
1.53075E-06,0.511339362,0.51
1.53085E-06,0.51133939,0.51
1.53095E-06,0.511339418,0.51
1.53105E-06,0.511339446,0.51
1.53115E-06,0.511339474,0.51
1.53125E-06,0.511339502,0.51
1.53135E-06,0.51133953,0.51
1.53145E-06,0.511339558,0.51
1.53155E-06,0.511339586,0.51
1.53165E-06,0.511339614,0.51
1.53175E-06,0.511339642,0.51
1.53185E-06,0.511339669,0.51
1.53195E-06,0.511339697,0.51
1.53205E-06,0.511339725,0.51
1.53215E-06,0.511339753,0.51
1.53225E-06,0.511339781,0.51
1.53235E-06,0.511339809,0.51
1.53245E-06,0.511339837,0.51
1.53255E-06,0.511339865,0.51
1.53265E-06,0.511339892,0.51
1.53275E-06,0.51133992,0.51
1.53285E-06,0.511339948,0.51
1.53295E-06,0.511339976,0.51
1.53305E-06,0.511340004,0.51
1.53315E-06,0.511340031,0.51
1.53325E-06,0.511340059,0.51
1.53335E-06,0.511340087,0.51
1.53345E-06,0.511340115,0.51
1.53355E-06,0.511340142,0.51
1.53365E-06,0.51134017,0.51
1.53375E-06,0.511340198,0.51
1.53385E-06,0.511340226,0.51
1.53395E-06,0.511340253,0.51
1.53405E-06,0.511340281,0.51
1.53415E-06,0.511340309,0.51
1.53425E-06,0.511340336,0.51
1.53435E-06,0.511340364,0.51
1.53445E-06,0.511340392,0.51
1.53455E-06,0.511340419,0.51
1.53465E-06,0.511340447,0.51
1.53475E-06,0.511340475,0.51
1.53485E-06,0.511340502,0.51
1.53495E-06,0.51134053,0.51
1.53505E-06,0.511340558,0.51
1.53515E-06,0.511340585,0.51
1.53525E-06,0.511340613,0.51
1.53535E-06,0.51134064,0.51
1.53545E-06,0.511340668,0.51
1.53555E-06,0.511340696,0.51
1.53565E-06,0.511340723,0.51
1.53575E-06,0.511340751,0.51
1.53585E-06,0.511340778,0.51
1.53595E-06,0.511340806,0.51
1.53605E-06,0.511340833,0.51
1.53615E-06,0.511340861,0.51
1.53625E-06,0.511340888,0.51
1.53635E-06,0.511340916,0.51
1.53645E-06,0.511340943,0.51
1.53655E-06,0.511340971,0.51
1.53665E-06,0.511340998,0.51
1.53675E-06,0.511341026,0.51
1.53685E-06,0.511341053,0.51
1.53695E-06,0.511341081,0.51
1.53705E-06,0.511341108,0.51
1.53715E-06,0.511341136,0.51
1.53725E-06,0.511341163,0.51
1.53735E-06,0.511341191,0.51
1.53745E-06,0.511341218,0.51
1.53755E-06,0.511341245,0.51
1.53765E-06,0.511341273,0.51
1.53775E-06,0.5113413,0.51
1.53785E-06,0.511341328,0.51
1.53795E-06,0.511341355,0.51
1.53805E-06,0.511341382,0.51
1.53815E-06,0.51134141,0.51
1.53825E-06,0.511341437,0.51
1.53835E-06,0.511341464,0.51
1.53845E-06,0.511341492,0.51
1.53855E-06,0.511341519,0.51
1.53865E-06,0.511341546,0.51
1.53875E-06,0.511341574,0.51
1.53885E-06,0.511341601,0.51
1.53895E-06,0.511341628,0.51
1.53905E-06,0.511341656,0.51
1.53915E-06,0.511341683,0.51
1.53925E-06,0.51134171,0.51
1.53935E-06,0.511341737,0.51
1.53945E-06,0.511341765,0.51
1.53955E-06,0.511341792,0.51
1.53965E-06,0.511341819,0.51
1.53975E-06,0.511341846,0.51
1.53985E-06,0.511341873,0.51
1.53995E-06,0.511341901,0.51
1.54005E-06,0.511341928,0.51
1.54015E-06,0.511341955,0.51
1.54025E-06,0.511341982,0.51
1.54035E-06,0.511342009,0.51
1.54045E-06,0.511342037,0.51
1.54055E-06,0.511342064,0.51
1.54065E-06,0.511342091,0.51
1.54075E-06,0.511342118,0.51
1.54085E-06,0.511342145,0.51
1.54095E-06,0.511342172,0.51
1.54105E-06,0.511342199,0.51
1.54115E-06,0.511342226,0.51
1.54125E-06,0.511342254,0.51
1.54135E-06,0.511342281,0.51
1.54145E-06,0.511342308,0.51
1.54155E-06,0.511342335,0.51
1.54165E-06,0.511342362,0.51
1.54175E-06,0.511342389,0.51
1.54185E-06,0.511342416,0.51
1.54195E-06,0.511342443,0.51
1.54205E-06,0.51134247,0.51
1.54215E-06,0.511342497,0.51
1.54225E-06,0.511342524,0.51
1.54235E-06,0.511342551,0.51
1.54245E-06,0.511342578,0.51
1.54255E-06,0.511342605,0.51
1.54265E-06,0.511342632,0.51
1.54275E-06,0.511342659,0.51
1.54285E-06,0.511342686,0.51
1.54295E-06,0.511342713,0.51
1.54305E-06,0.51134274,0.51
1.54315E-06,0.511342767,0.51
1.54325E-06,0.511342794,0.51
1.54335E-06,0.51134282,0.51
1.54345E-06,0.511342847,0.51
1.54355E-06,0.511342874,0.51
1.54365E-06,0.511342901,0.51
1.54375E-06,0.511342928,0.51
1.54385E-06,0.511342955,0.51
1.54395E-06,0.511342982,0.51
1.54405E-06,0.511343009,0.51
1.54415E-06,0.511343036,0.51
1.54425E-06,0.511343062,0.51
1.54435E-06,0.511343089,0.51
1.54445E-06,0.511343116,0.51
1.54455E-06,0.511343143,0.51
1.54465E-06,0.51134317,0.51
1.54475E-06,0.511343196,0.51
1.54485E-06,0.511343223,0.51
1.54495E-06,0.51134325,0.51
1.54505E-06,0.511343277,0.51
1.54515E-06,0.511343304,0.51
1.54525E-06,0.51134333,0.51
1.54535E-06,0.511343357,0.51
1.54545E-06,0.511343384,0.51
1.54555E-06,0.51134341,0.51
1.54565E-06,0.511343437,0.51
1.54575E-06,0.511343464,0.51
1.54585E-06,0.511343491,0.51
1.54595E-06,0.511343517,0.51
1.54605E-06,0.511343544,0.51
1.54615E-06,0.511343571,0.51
1.54625E-06,0.511343597,0.51
1.54635E-06,0.511343624,0.51
1.54645E-06,0.511343651,0.51
1.54655E-06,0.511343677,0.51
1.54665E-06,0.511343704,0.51
1.54675E-06,0.511343731,0.51
1.54685E-06,0.511343757,0.51
1.54695E-06,0.511343784,0.51
1.54705E-06,0.51134381,0.51
1.54715E-06,0.511343837,0.51
1.54725E-06,0.511343864,0.51
1.54735E-06,0.51134389,0.51
1.54745E-06,0.511343917,0.51
1.54755E-06,0.511343943,0.51
1.54765E-06,0.51134397,0.51
1.54775E-06,0.511343996,0.51
1.54785E-06,0.511344023,0.51
1.54795E-06,0.51134405,0.51
1.54805E-06,0.511344076,0.51
1.54815E-06,0.511344103,0.51
1.54825E-06,0.511344129,0.51
1.54835E-06,0.511344156,0.51
1.54845E-06,0.511344182,0.51
1.54855E-06,0.511344209,0.51
1.54865E-06,0.511344235,0.51
1.54875E-06,0.511344261,0.51
1.54885E-06,0.511344288,0.51
1.54895E-06,0.511344314,0.51
1.54905E-06,0.511344341,0.51
1.54915E-06,0.511344367,0.51
1.54925E-06,0.511344394,0.51
1.54935E-06,0.51134442,0.51
1.54945E-06,0.511344446,0.51
1.54955E-06,0.511344473,0.51
1.54965E-06,0.511344499,0.51
1.54975E-06,0.511344526,0.51
1.54985E-06,0.511344552,0.51
1.54995E-06,0.511344578,0.51
1.55005E-06,0.511344605,0.51
1.55015E-06,0.511344631,0.51
1.55025E-06,0.511344657,0.51
1.55035E-06,0.511344684,0.51
1.55045E-06,0.51134471,0.51
1.55055E-06,0.511344736,0.51
1.55065E-06,0.511344763,0.51
1.55075E-06,0.511344789,0.51
1.55085E-06,0.511344815,0.51
1.55095E-06,0.511344842,0.51
1.55105E-06,0.511344868,0.51
1.55115E-06,0.511344894,0.51
1.55125E-06,0.51134492,0.51
1.55135E-06,0.511344947,0.51
1.55145E-06,0.511344973,0.51
1.55155E-06,0.511344999,0.51
1.55165E-06,0.511345025,0.51
1.55175E-06,0.511345052,0.51
1.55185E-06,0.511345078,0.51
1.55195E-06,0.511345104,0.51
1.55205E-06,0.51134513,0.51
1.55215E-06,0.511345156,0.51
1.55225E-06,0.511345182,0.51
1.55235E-06,0.511345209,0.51
1.55245E-06,0.511345235,0.51
1.55255E-06,0.511345261,0.51
1.55265E-06,0.511345287,0.51
1.55275E-06,0.511345313,0.51
1.55285E-06,0.511345339,0.51
1.55295E-06,0.511345365,0.51
1.55305E-06,0.511345392,0.51
1.55315E-06,0.511345418,0.51
1.55325E-06,0.511345444,0.51
1.55335E-06,0.51134547,0.51
1.55345E-06,0.511345496,0.51
1.55355E-06,0.511345522,0.51
1.55365E-06,0.511345548,0.51
1.55375E-06,0.511345574,0.51
1.55385E-06,0.5113456,0.51
1.55395E-06,0.511345626,0.51
1.55405E-06,0.511345652,0.51
1.55415E-06,0.511345678,0.51
1.55425E-06,0.511345704,0.51
1.55435E-06,0.51134573,0.51
1.55445E-06,0.511345756,0.51
1.55455E-06,0.511345782,0.51
1.55465E-06,0.511345808,0.51
1.55475E-06,0.511345834,0.51
1.55485E-06,0.51134586,0.51
1.55495E-06,0.511345886,0.51
1.55505E-06,0.511345912,0.51
1.55515E-06,0.511345938,0.51
1.55525E-06,0.511345964,0.51
1.55535E-06,0.51134599,0.51
1.55545E-06,0.511346016,0.51
1.55555E-06,0.511346042,0.51
1.55565E-06,0.511346068,0.51
1.55575E-06,0.511346093,0.51
1.55585E-06,0.511346119,0.51
1.55595E-06,0.511346145,0.51
1.55605E-06,0.511346171,0.51
1.55615E-06,0.511346197,0.51
1.55625E-06,0.511346223,0.51
1.55635E-06,0.511346249,0.51
1.55645E-06,0.511346274,0.51
1.55655E-06,0.5113463,0.51
1.55665E-06,0.511346326,0.51
1.55675E-06,0.511346352,0.51
1.55685E-06,0.511346378,0.51
1.55695E-06,0.511346404,0.51
1.55705E-06,0.511346429,0.51
1.55715E-06,0.511346455,0.51
1.55725E-06,0.511346481,0.51
1.55735E-06,0.511346507,0.51
1.55745E-06,0.511346532,0.51
1.55755E-06,0.511346558,0.51
1.55765E-06,0.511346584,0.51
1.55775E-06,0.51134661,0.51
1.55785E-06,0.511346635,0.51
1.55795E-06,0.511346661,0.51
1.55805E-06,0.511346687,0.51
1.55815E-06,0.511346712,0.51
1.55825E-06,0.511346738,0.51
1.55835E-06,0.511346764,0.51
1.55845E-06,0.511346789,0.51
1.55855E-06,0.511346815,0.51
1.55865E-06,0.511346841,0.51
1.55875E-06,0.511346866,0.51
1.55885E-06,0.511346892,0.51
1.55895E-06,0.511346918,0.51
1.55905E-06,0.511346943,0.51
1.55915E-06,0.511346969,0.51
1.55925E-06,0.511346995,0.51
1.55935E-06,0.51134702,0.51
1.55945E-06,0.511347046,0.51
1.55955E-06,0.511347071,0.51
1.55965E-06,0.511347097,0.51
1.55975E-06,0.511347122,0.51
1.55985E-06,0.511347148,0.51
1.55995E-06,0.511347174,0.51
1.56005E-06,0.511347199,0.51
1.56015E-06,0.511347225,0.51
1.56025E-06,0.51134725,0.51
1.56035E-06,0.511347276,0.51
1.56045E-06,0.511347301,0.51
1.56055E-06,0.511347327,0.51
1.56065E-06,0.511347352,0.51
1.56075E-06,0.511347378,0.51
1.56085E-06,0.511347403,0.51
1.56095E-06,0.511347429,0.51
1.56105E-06,0.511347454,0.51
1.56115E-06,0.51134748,0.51
1.56125E-06,0.511347505,0.51
1.56135E-06,0.51134753,0.51
1.56145E-06,0.511347556,0.51
1.56155E-06,0.511347581,0.51
1.56165E-06,0.511347607,0.51
1.56175E-06,0.511347632,0.51
1.56185E-06,0.511347658,0.51
1.56195E-06,0.511347683,0.51
1.56205E-06,0.511347708,0.51
1.56215E-06,0.511347734,0.51
1.56225E-06,0.511347759,0.51
1.56235E-06,0.511347784,0.51
1.56245E-06,0.51134781,0.51
1.56255E-06,0.511347835,0.51
1.56265E-06,0.51134786,0.51
1.56275E-06,0.511347886,0.51
1.56285E-06,0.511347911,0.51
1.56295E-06,0.511347936,0.51
1.56305E-06,0.511347962,0.51
1.56315E-06,0.511347987,0.51
1.56325E-06,0.511348012,0.51
1.56335E-06,0.511348038,0.51
1.56345E-06,0.511348063,0.51
1.56355E-06,0.511348088,0.51
1.56365E-06,0.511348113,0.51
1.56375E-06,0.511348139,0.51
1.56385E-06,0.511348164,0.51
1.56395E-06,0.511348189,0.51
1.56405E-06,0.511348214,0.51
1.56415E-06,0.51134824,0.51
1.56425E-06,0.511348265,0.51
1.56435E-06,0.51134829,0.51
1.56445E-06,0.511348315,0.51
1.56455E-06,0.51134834,0.51
1.56465E-06,0.511348366,0.51
1.56475E-06,0.511348391,0.51
1.56485E-06,0.511348416,0.51
1.56495E-06,0.511348441,0.51
1.56505E-06,0.511348466,0.51
1.56515E-06,0.511348491,0.51
1.56525E-06,0.511348516,0.51
1.56535E-06,0.511348542,0.51
1.56545E-06,0.511348567,0.51
1.56555E-06,0.511348592,0.51
1.56565E-06,0.511348617,0.51
1.56575E-06,0.511348642,0.51
1.56585E-06,0.511348667,0.51
1.56595E-06,0.511348692,0.51
1.56605E-06,0.511348717,0.51
1.56615E-06,0.511348742,0.51
1.56625E-06,0.511348767,0.51
1.56635E-06,0.511348792,0.51
1.56645E-06,0.511348817,0.51
1.56655E-06,0.511348842,0.51
1.56665E-06,0.511348868,0.51
1.56675E-06,0.511348893,0.51
1.56685E-06,0.511348918,0.51
1.56695E-06,0.511348943,0.51
1.56705E-06,0.511348968,0.51
1.56715E-06,0.511348993,0.51
1.56725E-06,0.511349017,0.51
1.56735E-06,0.511349042,0.51
1.56745E-06,0.511349067,0.51
1.56755E-06,0.511349092,0.51
1.56765E-06,0.511349117,0.51
1.56775E-06,0.511349142,0.51
1.56785E-06,0.511349167,0.51
1.56795E-06,0.511349192,0.51
1.56805E-06,0.511349217,0.51
1.56815E-06,0.511349242,0.51
1.56825E-06,0.511349267,0.51
1.56835E-06,0.511349292,0.51
1.56845E-06,0.511349317,0.51
1.56855E-06,0.511349341,0.51
1.56865E-06,0.511349366,0.51
