 v-sweep         v(Y)            v(S)            v(A)            v(B)           
 2.40000000e-01  4.50000002e-01  0.00000000e+00  2.40000000e-01  4.50000000e-01 
 2.50000000e-01  4.50000002e-01  0.00000000e+00  2.50000000e-01  4.50000000e-01 
 2.60000000e-01  4.50000002e-01  0.00000000e+00  2.60000000e-01  4.50000000e-01 
 2.70000000e-01  4.50000002e-01  0.00000000e+00  2.70000000e-01  4.50000000e-01 
 2.80000000e-01  4.50000002e-01  0.00000000e+00  2.80000000e-01  4.50000000e-01 
 2.90000000e-01  4.50000002e-01  0.00000000e+00  2.90000000e-01  4.50000000e-01 
 3.00000000e-01  4.50000002e-01  0.00000000e+00  3.00000000e-01  4.50000000e-01 
 3.10000000e-01  4.50000002e-01  0.00000000e+00  3.10000000e-01  4.50000000e-01 
 3.20000000e-01  4.50000002e-01  0.00000000e+00  3.20000000e-01  4.50000000e-01 
 3.30000000e-01  4.50000002e-01  0.00000000e+00  3.30000000e-01  4.50000000e-01 
 3.40000000e-01  4.50000002e-01  0.00000000e+00  3.40000000e-01  4.50000000e-01 
 3.50000000e-01  4.50000002e-01  0.00000000e+00  3.50000000e-01  4.50000000e-01 
 3.60000000e-01  4.50000002e-01  0.00000000e+00  3.60000000e-01  4.50000000e-01 
 3.70000000e-01  4.50000002e-01  0.00000000e+00  3.70000000e-01  4.50000000e-01 
 3.80000000e-01  4.50000002e-01  0.00000000e+00  3.80000000e-01  4.50000000e-01 
 3.90000000e-01  4.50000002e-01  0.00000000e+00  3.90000000e-01  4.50000000e-01 
 4.00000000e-01  4.50000002e-01  0.00000000e+00  4.00000000e-01  4.50000000e-01 
 4.10000000e-01  4.50000002e-01  0.00000000e+00  4.10000000e-01  4.50000000e-01 
 4.20000000e-01  4.50000002e-01  0.00000000e+00  4.20000000e-01  4.50000000e-01 
 4.30000000e-01  4.50000002e-01  0.00000000e+00  4.30000000e-01  4.50000000e-01 
 4.40000000e-01  4.50000002e-01  0.00000000e+00  4.40000000e-01  4.50000000e-01 
 4.50000000e-01  4.50000002e-01  0.00000000e+00  4.50000000e-01  4.50000000e-01 
 4.60000000e-01  4.50000002e-01  0.00000000e+00  4.60000000e-01  4.50000000e-01 
 4.70000000e-01  4.50000002e-01  0.00000000e+00  4.70000000e-01  4.50000000e-01 
 4.80000000e-01  4.50000002e-01  0.00000000e+00  4.80000000e-01  4.50000000e-01 
 4.90000000e-01  4.50000002e-01  0.00000000e+00  4.90000000e-01  4.50000000e-01 
 5.00000000e-01  4.50000002e-01  0.00000000e+00  5.00000000e-01  4.50000000e-01 
 5.10000000e-01  4.50000002e-01  0.00000000e+00  5.10000000e-01  4.50000000e-01 
 5.20000000e-01  4.50000002e-01  0.00000000e+00  5.20000000e-01  4.50000000e-01 
 5.30000000e-01  4.50000002e-01  0.00000000e+00  5.30000000e-01  4.50000000e-01 
 5.40000000e-01  4.50000002e-01  0.00000000e+00  5.40000000e-01  4.50000000e-01 
 5.50000000e-01  4.50000002e-01  0.00000000e+00  5.50000000e-01  4.50000000e-01 
 5.60000000e-01  4.50000002e-01  0.00000000e+00  5.60000000e-01  4.50000000e-01 
 5.70000000e-01  4.50000002e-01  0.00000000e+00  5.70000000e-01  4.50000000e-01 
 5.80000000e-01  4.50000002e-01  0.00000000e+00  5.80000000e-01  4.50000000e-01 
